seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S136,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S136,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S136,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S115,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S115,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S115,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S115,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S115,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S115,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S115,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S115,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S115,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S115,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S107,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S107,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S107,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S107,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S107,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S107,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S107,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S107,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S107,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S107,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S110,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S110,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S110,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S110,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S110,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S110,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S110,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S110,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S110,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S110,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S118,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S118,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S118,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S118,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S118,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S118,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S118,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S118,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S118,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S101,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S101,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S101,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S101,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S101,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S101,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S101,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S101,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S101,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S129,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S129,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S129,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S129,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S129,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S129,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S129,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S129,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S129,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S129,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S126,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S126,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S126,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S126,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S126,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S126,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S126,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S126,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S126,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S126,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S135,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S135,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S135,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S135,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S135,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S135,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S135,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S135,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S135,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S135,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S108,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S108,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S108,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S108,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S108,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S108,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S108,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S108,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S108,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S108,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S125,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S125,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S125,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S125,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S125,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S125,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S125,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S125,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S125,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S125,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S131,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S131,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S131,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S131,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S131,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S131,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S131,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S131,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S131,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S131,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S109,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S109,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S109,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S109,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S109,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S109,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S109,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S109,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S109,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S109,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S112,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S112,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S112,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S112,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S112,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S112,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S112,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S112,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S112,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S112,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S146,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S146,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S146,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S146,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S146,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S146,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S146,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S146,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S146,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S150,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S150,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S150,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S150,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S150,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S150,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S150,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S150,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S150,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S150,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S103,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S103,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S103,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S103,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S103,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S103,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S103,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S103,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S103,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S103,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S113,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S113,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S113,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S113,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S113,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S113,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S113,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S113,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S113,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S113,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S138,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S138,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S138,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S138,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S138,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S138,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S138,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S138,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S138,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S138,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S147,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S147,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S147,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S147,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S147,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S147,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S147,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S147,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S147,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S147,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S100,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S100,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S100,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S100,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S100,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S100,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S100,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S100,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S100,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S100,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S122,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S122,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
